Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
Cerelac Wheat,Non-pharmaceuticals,772,2408101240277,,35.7,40.056,50.0,,0,0,1,0,1,,,,,,
colgate sensitive Repair And Prevent,Non-pharmaceuticals,773,2408101253338,,37.5,46.6667,55.0,,0,0,1,0,1,,,,,,
Colgate Herbal Tpaste,Non-pharmaceuticals,774,2408101257473,,16,50,24.0,,0,0,1,0,1,,,,,,
colgate total 12 Clean Mint,Non-pharmaceuticals,775,2408101301312,,29.2,40.411,41.0,,0,0,1,0,1,,,,,,
Colgate Tooth Paste 0-2yrs,Non-pharmaceuticals,776,2408101310109,,12.1,40.4959,17.0,,0,0,1,0,1,,,,,,
Colgate Tooth Paste 2-5yrs,Non-pharmaceuticals,777,2408101310567,,13,42.3077,18.5,,0,0,1,0,1,,,,,,
Colgate Optic White Paste,Non-pharmaceuticals,778,2408101314176,,29.2,50.6849,44.0,,0,0,1,0,1,,,,,,
colgate double action Brush ,,779,,,5.8,55.1724,9.0,,0,0,1,0,1,,,,,,
Colgate 2-5yrs Brush,Non-pharmaceuticals,780,2408101337342,,5.7,75.4386,10.0,,0,0,1,0,1,,,,,,
Colgate 360 Brush,Non-pharmaceuticals,781,2408101338356,,7.8,53.8462,12.0,,0,0,1,0,1,,,,,,
Colgate Baby Brush,Non-pharmaceuticals,782,2408101342414,,5.3,41.5094,7.5,,0,0,1,0,1,,,,,,
X Flux Cap 250MG,Non-pharmaceuticals,783,2408101451529,,3.5,42.8571,5.0,,0,0,1,0,1,,,,,,
Dettol Kitchen Wipe,Non-pharmaceuticals,784,2408131515192,,30,40,42.0,,0,0,1,0,1,,,,,,
KMSAF Susp. 125mg/5ml,Pharmaceuticals,785,2408131518018,,1,40,1.4,,0,0,1,0,1,,,,,,
BP Check,Non-pharmaceuticals,786,2408131521513,,0.1,1900,2.0,,0,0,1,0,1,,,,,,
N/S 5L,Pharmaceuticals,787,2408131532243,,80,40,112.0,,0,0,1,0,1,,,,,,
Dentel Floss Container,Non-pharmaceuticals,788,2408211251064,,20,100,40.0,,0,0,1,0,1,,,,,,
Dentel Floss Sachet,Non-pharmaceuticals,789,2408211251415,,15,100,30.0,,0,0,1,0,1,,,,,,
Nature Bounty Gummies 80's 6000mcg,Pharmaceuticals,790,2408211253327,,295,33.8983,395.0,,0,0,1,0,1,,,,,,
Clopidogrel 75mg Tab Zentiva,Pharmaceuticals,791,2408261117358,,32.8,40.2439,46.0,,0,0,1,0,1,,,,,,
Vitlife Vit C Zinc Eff,Pharmaceuticals,,2408261119239,,36.5,42.4658,52.0,,0,0,1,0,1,,,,,,
Stopkof Lozenges,Pharmaceuticals,792,2408261124424,,1.4,42.8571,2.0,,0,0,1,0,1,,,,,,
Ketaconazole Cream,Pharmaceuticals,793,2408261127135,,7.1,40.8451,10.0,,0,0,1,0,1,,,,,,
Flow 100mg Tab,Pharmaceuticals,794,2408261133211,,1.27,293.7008,5.0,,0,0,1,0,1,,,,,,
KM Clav 1g Tab,Pharmaceuticals,795,2408261137271,,32,56.25,50.0,,0,0,1,0,1,,,,,,
Zevo 500mg Tab,Pharmaceuticals,796,2408261139244,,3.838,56.3314,6.0,,0,0,1,0,1,,,,,,
Kmzole Cream 1%,,797,,,8.31,44.4043,12.0,,0,0,1,0,1,,,,,,
Actilife Multivitamin Tab,,798,2408261155299,,22,81.8182,40.0,,0,0,1,0,1,,,,,,
Malaria Test Kit Intec,Pharmaceuticals,799,2408261216587,,10,50,15.0,,0,0,1,0,1,,,,,,
Typhoid Test Kit Easy Check,Pharmaceuticals,800,2408261218222,,15,66.6667,25.0,,0,0,1,0,1,,,,,,
Ensure Plus,Non-pharmaceuticals,801,2409011526048,,41.7,40.2878,58.5,,0,0,1,0,1,,,,,,
Chocolate Spread,Non-pharmaceuticals,802,2409011528332,,35,42.8571,50.0,,0,0,1,0,1,,,,,,
Fruits and Nut Muesli,Non-pharmaceuticals,803,2409011530168,,50,40,70.0,,0,0,1,0,1,,,,,,
Febreze Air Freshner,Non-pharmaceuticals,804,2409011532339,,0,41.6667,0.0,,0,0,1,0,0,,,,,,
Youtheory Colagen Tab,Pharmaceuticals,805,2409011536382,,0.9,233.3333,3.0,,0,0,1,0,1,,,,,,
Men's Daily Multivitamin,Pharmaceuticals,806,2409011545230,,1,100,2.0,,0,0,1,0,1,,,,,,
Women's Daily Multivitamin,,807,,,1,100,2.0,,0,0,1,0,1,,,,,,
Vitafusion Men's Gummies,Pharmaceuticals,808,2409011547210,,350,40,490.0,,0,0,1,0,1,,,,,,
Medix 5.5 Retinol Lotion,Non-pharmaceuticals,809,2409011549535,,240,37.5,330.0,,0,0,1,0,1,,,,,,
Medix 5.5 Vit C Tumeric,,810,2409011550470,,250,40,350.0,,0,0,1,0,1,,,,,,
Zinc 50mg Natures Bounty,Pharmaceuticals,811,2409011553167,,0.95,57.8947,1.5,,0,0,1,0,1,,,,,,
COQ-10 300mg Kirkland,Pharmaceuticals,812,2409011556380,,3.2,56.25,5.0,,0,0,1,0,1,,,,,,
Fish Oil Nature Made 1200mg,Pharmaceuticals,813,2409011602179,,2,50,3.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Collagen Cream,,814,2409011604333,,220,34.0909,295.0,,0,0,1,0,1,,,,,,
Elastalift Advance Vit C Cream,Non-pharmaceuticals,815,2409011606191,,220,34.0909,295.0,,0,0,1,0,1,,,,,,
Elastalift Advance Vit C Tumeric Face Cream,Non-pharmaceuticals,816,2409011607228,,220,40.9091,310.0,,0,0,1,0,1,,,,,,
Kids Crest Paste,Non-pharmaceuticals,817,2409011608171,,30,40,42.0,,0,0,1,0,1,,,,,,
multivitamin effervescence all types,,818,,,32,40.625,45.0,,0,0,1,0,1,,,,,,
Ideal Milk Tin,Non-pharmaceuticals,819,2409021803580,,8.2,34.1463,11.0,,0,0,1,0,1,,,,,,
Cerelac Sachet,Non-pharmaceuticals,820,2409021855510,,4.5,33.3333,6.0,,0,0,1,0,1,,,,,,
Ideal  Milk Sachet,Non-pharmaceuticals,821,2409021857132,,2.2,36.3636,3.0,,0,0,1,0,1,,,,,,
Choco Milo,Non-pharmaceuticals,822,2409021858481,,0.32,56.25,0.5,,0,0,1,0,1,,,,,,
Xblock Hair Wax,Non-pharmaceuticals,823,2409021936295,,25,40,35.0,,0,0,1,0,1,,,,,,
Dear Body Splash,Non-pharmaceuticals,824,2409021937346,,40,45,58.0,,0,0,1,0,1,,,,,,
Vibe Deo Spray,Non-pharmaceuticals,825,2409021939272,,35,40,49.0,,0,0,1,0,1,,,,,,
dove bar soap 90g,,826,,,11,40.9091,15.5,,0,0,1,0,1,,,,,,
soccer spray,,827,,,25,40,35.0,,0,0,1,0,1,,,,,,
rexona deo spray,,828,,,30,40,42.0,,0,0,1,0,1,,,,,,
Vaseline Men Lotion 600ml,Non-pharmaceuticals,829,2409031602036,,110,31.8182,145.0,,0,0,1,0,1,,,,,,
Cetaphil Moisturizing Lotion,Non-pharmaceuticals,830,2409031603385,,225,31.1111,295.0,,0,0,1,0,1,,,,,,
Clinicals By Scriptions Day & Night Cream,Non-pharmaceuticals,831,2409031609455,,0,0,0.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Vitamin C Serum,Non-pharmaceuticals,832,2409031615517,,195,38.4615,270.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Retinol Serum,Non-pharmaceuticals,833,2409031617085,,195,41.0256,275.0,,0,0,1,0,1,,,,,,
Aveeno Fragrance Free Daily Moisturizing Lotion 709ml,Non-pharmaceuticals,834,,,170,47.0588,250.0,,0,0,1,0,1,,,,,,
Dove Body Scrub,Non-pharmaceuticals,835,2409031619423,,135,33.3333,180.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Colagen Serum,Non-pharmaceuticals,836,2409031620382,,195,33.3333,260.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Hemp Seed Oil,Non-pharmaceuticals,837,,,195,41.0256,275.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Encapsulated Retinol Cream,Non-pharmaceuticals,838,,,210,30.9524,275.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Vitamin C Gel Cream,Non-pharmaceuticals,839,2409031626155,,210,40.4762,295.0,,0,0,1,0,1,,,,,,
Medix 5.5 Coconut Oil M Honey Lotion,Non-pharmaceuticals,840,2409031628425,,240,37.5,330.0,,0,0,1,0,1,,,,,,
Medix 5.5 Argan Oil Shea Butter Lotion,Non-pharmaceuticals,841,2409031630343,,240,31.25,315.0,,0,0,1,0,1,,,,,,
mEDI 5.5 Collagen+Hyauronic Acid Serum,,842,,,0,0,0.0,,0,0,1,0,1,,,,,,
Medix 5.5 Collagen+ Hyauronic Serum,Non-pharmaceuticals,843,2409031633245,,195,41.0256,275.0,,0,0,1,0,1,,,,,,
Elastalift Glycolic Serum,Non-pharmaceuticals,844,2409031634150,,195,30.7692,255.0,,0,0,1,0,1,,,,,,
Elastalift Vitamin C Serum,Non-pharmaceuticals,845,,,195,32.3077,258.0,,0,0,1,0,1,,,,,,
Aveeno Skin Relief Body Oil Spray,Non-pharmaceuticals,846,2409031636345,,220,40.9091,310.0,,0,0,1,0,1,,,,,,
Age Spot Reduction Cream,Non-pharmaceuticals,847,2409031638141,,200,40,280.0,,0,0,1,0,1,,,,,,
Summer Eve Feminine Wash,Non-pharmaceuticals,848,2409031639148,,110,45.4545,160.0,,0,0,1,0,1,,,,,,
Olay  Bar Soap,Non-pharmaceuticals,849,2409031651348,,25,40,35.0,,0,0,1,0,1,,,,,,
Olay Complete Sunscreen,Non-pharmaceuticals,850,2409031652499,,135,48.1481,200.0,,0,0,1,0,1,,,,,,
Cetaphil Moisturizing Cream,,851,,,225,42.2222,320.0,,0,0,1,0,1,,,,,,
Dove Bar Soap 106g,Non-pharmaceuticals,852,2409031658231,,25,40,35.0,,0,0,1,0,1,,,,,,
Dove Men Body Wash 946ml,Non-pharmaceuticals,853,,,135,40.7407,190.0,,0,0,1,0,1,,,,,,
Elastalift Vitamin C  Tumeric Serum,,854,,,200,40,280.0,,0,0,1,0,1,,,,,,
Zest Bar Soap,Non-pharmaceuticals,855,2409031704273,,22.5,55.5556,35.0,,0,0,1,0,1,,,,,,
Caress Body Wash,Non-pharmaceuticals,856,2409031707168,,140,35.7143,190.0,,0,0,1,0,1,,,,,,
Olay Body Wash 700ml,Non-pharmaceuticals,857,2409031710113,,120,41.6667,170.0,,0,0,1,0,1,,,,,,
Axe Deo Spray 113g 72Hrs,Non-pharmaceuticals,858,,,53.3,35.0844,72.0,,0,0,1,0,1,,,,,,
Old Spice Deo Stick 85g,Non-pharmaceuticals,859,2409031715071,,100,40,140.0,,0,0,1,0,1,,,,,,
Old Spice Deo Stick 50ml,Non-pharmaceuticals,860,2409031716429,,64,48.4375,95.0,,0,0,1,0,1,,,,,,
Degree Deo Stick,Non-pharmaceuticals,861,2409031717464,,74,41.8919,105.0,,0,0,1,0,1,,,,,,
Suave Body Wash,Non-pharmaceuticals,862,2409031720594,,106.6,40.7129,150.0,,0,0,1,0,1,,,,,,
Jergens Face Cream,Non-pharmaceuticals,863,2409031722277,,150,40,210.0,,0,0,1,0,1,,,,,,
Dove Advance Care  Deo Spray 107g,,864,,,106,41.5094,150.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Vitamin C Advanced Cream 1LB,,865,,,220,34.0909,295.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Hyauronic Acid Cream,Non-pharmaceuticals,866,2409031731569,,220,31.8182,290.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Vitamin C Tumeric Body Cream,Non-pharmaceuticals,867,,,220,34.0909,295.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Retinol Firming Cream,,868,,,220,34.0909,295.0,,0,0,1,0,1,,,,,,
Advanced Clinicals Collagen + Peptide Cream,,869,,,220,31.8182,290.0,,0,0,1,0,1,,,,,,
Cosmo Body Cream 500ml,Non-pharmaceuticals,870,2409031738575,,50,0,50.0,,0,0,1,0,1,,,,,,
Cosmo Body Cream 300ml,,871,,,30,0,30.0,,0,0,1,0,1,,,,,,
Skin Care Retinol Cream,Non-pharmaceuticals,872,2409031741216,,220,38.6364,305.0,,0,0,1,0,1,,,,,,
Skin Care Vitamin C Cream,Non-pharmaceuticals,873,,,220,40.9091,310.0,,0,0,1,0,1,,,,,,
Jam,Non-pharmaceuticals,874,2409031742503,,30,33.3333,40.0,,0,0,1,0,1,,,,,,
Irish Spring Bar Soap 127g,,875,,,12.5,44,18.0,,0,0,1,0,1,,,,,,
Vaseline Cocoa Lotion 600ml,Non-pharmaceuticals,876,2409041648000,,75,40,105.0,,0,0,1,0,1,,,,,,
Aveeno Fragrance Free Daily Moisturizing Lotion 709ml,,877,,,0,0,0.0,,0,0,1,0,0,,,,,,
Aveeno Fragrance Free Daily Moisturizing Lotion 200ml,Non-pharmaceuticals,878,2409041711513,,112,40.1786,157.0,,0,0,1,0,1,,,,,,
Aveeno Fragrance Free Daily Moisturizing Lotion 532ml,Non-pharmaceuticals,879,2409041712398,,170,32.3529,225.0,,0,0,1,0,1,,,,,,
Incefurox Inj 750mg,Pharmaceuticals,880,2409071447086,,7,114.2857,15.0,,0,0,1,0,1,,,,,,
Inno Ceft 1g,Pharmaceuticals,881,2409071448021,,8,87.5,15.0,,0,0,1,0,1,,,,,,
O-Doxy 100mg,Pharmaceuticals,882,2409071448571,,3,233.3333,10.0,,0,0,1,0,1,,,,,,
Zulu Plus,Pharmaceuticals,883,2409071454138,,6,66.6667,10.0,,0,0,1,0,1,,,,,,
Actiwomen Cap,Pharmaceuticals,884,2409071454565,,75,40,105.0,,0,0,1,0,1,,,,,,
Testoboost 13 Caps,Pharmaceuticals,885,2409071455487,,75,40,105.0,,0,0,1,0,1,,,,,,
O-pril 5mg,,886,,,8,50,12.0,,0,0,1,0,1,,,,,,
Rivarox 20mg Tab,Pharmaceuticals,887,2409071515259,,7.5,60,12.0,,0,0,1,0,1,,,,,,
Rivarox 15mg Tab,Pharmaceuticals,888,2409071517031,,6.78,62.2419,11.0,,0,0,1,0,1,,,,,,
T Roll Inspirations,Non-pharmaceuticals,889,2409071519080,,32,40.625,45.0,,0,0,1,0,1,,,,,,
Olive Oil 1L,Pharmaceuticals,890,2409071525227,,170,47.0588,250.0,,0,0,1,0,1,,,,,,
Apple Cider Venegar Uk 500ml,,,,,105,42.8571,150.0,,0,0,1,0,1,,,,,,
Ovaltine 400g,Non-pharmaceuticals,891,2409071532003,,85,41.1765,120.0,,0,0,1,0,1,,,,,,
Baby Nice Baby Wipes,Non-pharmaceuticals,892,2409071536353,,25,40,35.0,,0,0,1,0,1,,,,,,
Prevail Adult Diaper,Non-pharmaceuticals,893,2409071538012,,130,46.1538,190.0,,0,0,1,0,1,,,,,,
Tena Adult Diaper,Non-pharmaceuticals,894,2409071539309,,130,42.3077,185.0,,0,0,1,0,1,,,,,,
Procare Adult Diaper,Non-pharmaceuticals,895,2409071541142,,130,42.3077,185.0,,0,0,1,0,1,,,,,,
Fred & Flow Jumbo,Non-pharmaceuticals,896,2409071543436,,170,35.2941,230.0,,0,0,1,0,1,,,,,,
Fred & Flow Small,Non-pharmaceuticals,897,2409071545157,,100,140,240.0,,0,0,1,0,1,,,,,,
Cardinal Adult Diaper,Non-pharmaceuticals,898,2409071546253,,130,42.3077,185.0,,0,0,1,0,1,,,,,,
PREDO ADULT DIAPER,Non-pharmaceuticals,899,2409071547519,,100,40,140.0,,0,0,1,0,1,,,,,,
Little Angels  Diaper,Non-pharmaceuticals,900,2409071549063,,130,42.3077,185.0,,0,0,1,0,1,,,,,,
lupilu Children Diaper Jumbo,Non-pharmaceuticals,901,2409071550120,,170,41.1765,240.0,,0,0,1,0,1,,,,,,
Mckesson Adult Diaper,Non-pharmaceuticals,902,2409071554135,,130,46.1538,190.0,,0,0,1,0,1,,,,,,
Little Ones Diaper,Non-pharmaceuticals,903,2409071557167,,100,40,140.0,,0,0,1,0,1,,,,,,
Fruit & Fiber Crown Field,Non-pharmaceuticals,904,2409071559307,,60,50,90.0,,0,0,1,0,1,,,,,,
Silver Crest Digital Scale,Non-pharmaceuticals,905,2409071600504,,250,52,380.0,,0,0,1,0,1,,,,,,
Pepto Bismol Ultra,,906,2409092156387,,170,40,238.0,,0,0,1,0,1,,,,,,
Wells Castor Oil,Pharmaceuticals,907,2409101658130,,30,45,43.5,,0,0,1,0,1,,,,,,
Valupak Vitamin D3,Pharmaceuticals,908,2409101708477,,44,47.7273,65.0,,0,0,1,0,1,,,,,,
Valupak Glucosamin,Pharmaceuticals,909,2409101711569,,61.5,45.5285,89.5,,0,0,1,0,1,,,,,,
Valupak Multivitamin,Pharmaceuticals,910,2409101718520,,33,45.4545,48.0,,0,0,1,0,1,,,,,,
Sudo Cream 60g,Pharmaceuticals,911,2409101725382,,42.5,43.5294,61.0,,0,0,1,0,1,,,,,,
Strepsils lozenges Original,Pharmaceuticals,912,2409101736333,,2.73,46.5201,4.0,,0,0,1,0,1,,,,,,
Spectacle Wipes,Non-pharmaceuticals,913,2409101847558,,0.42,138.0952,1.0,,0,0,1,0,1,,,,,,
Progynova 2mg,Pharmaceuticals,914,2409101857250,,258.97,40.943,365.0,,0,0,1,0,1,,,,,,
Penicillin V 250mg Tab,Pharmaceuticals,915,2409101904510,,2.08,44.2308,3.0,,0,0,1,0,1,,,,,,
Paracetamol 500mg 32's,Pharmaceuticals,916,2409101906521,,19.65,52.6718,30.0,,0,0,1,0,1,,,,,,
Paracetamol Susp. UK,Pharmaceuticals,917,2409101909225,,25,52,38.0,,0,0,1,0,1,,,,,,
Galpham Paracetamol Susp,Pharmaceuticals,918,2409101911419,,22,59.0909,35.0,,0,0,1,0,1,,,,,,
Metatone Tonic,Pharmaceuticals,919,2409101920114,,164.4,42.944,235.0,,0,0,1,0,1,,,,,,
Large Plaster Dressings,Pharmaceuticals,920,2409101929353,,16,56.25,25.0,,0,0,1,0,1,,,,,,
Exure Condom,Non-pharmaceuticals,921,2409101942383,,16.1,117.3913,35.0,,0,0,1,0,1,,,,,,
Euthymol Tooth Paste,Non-pharmaceuticals,922,2409101944349,,49.78,46.6452,73.0,,0,0,1,0,1,,,,,,
E45 Moisturising Lotion 500ml,Non-pharmaceuticals,923,2409101948200,,165,45.4545,240.0,,0,0,1,0,1,,,,,,
Care Glycerine,Pharmaceuticals,924,2409101958438,,43,51.1628,65.0,,0,0,1,0,1,,,,,,
Surgical Spirit Care,Pharmaceuticals,925,2409102001294,,36.8,49.4565,55.0,,0,0,1,0,1,,,,,,
Benylin Mucus Tab,Pharmaceuticals,926,2409102010081,,6.78,47.4926,10.0,,0,0,1,0,1,,,,,,
Azithromycin 500mg Sandoz,Pharmaceuticals,927,2409102035282,,36.8,49.4565,55.0,,0,0,1,0,1,,,,,,
Cerumol Ear Drop,Pharmaceuticals,928,2409102106272,,87.08,40.1011,122.0,,0,0,1,0,1,,,,,,
hollandia 315ml drink,,929,,,10,50,15.0,,0,0,1,0,1,,,,,,
wheat drink 320ml,,930,,,8.75,48.5714,13.0,,0,0,1,0,1,,,,,,
can sprite,,931,,,11.6,3.4483,12.0,,0,0,1,0,1,,,,,,
Dr Teals Body Wash 710ml,Non-pharmaceuticals,932,2409141827046,,90,38.8889,125.0,,0,0,1,0,1,,,,,,
Cerave SA Cleanser 236ml,Non-pharmaceuticals,933,2409141840410,,180,41.6667,255.0,,0,0,1,0,1,,,,,,
Cerave Acne Control Cleanser,Non-pharmaceuticals,934,2409141841387,,180,35,243.0,,0,0,1,0,1,,,,,,
Vaseline Cocoa Radient Body Oil,Non-pharmaceuticals,935,2409141847020,,130,30.7692,170.0,,0,0,1,0,1,,,,,,
Body Splash 88ml,Non-pharmaceuticals,936,2409141856190,,12,66.6667,20.0,,0,0,1,0,1,,,,,,
Victoria Word Splash,Non-pharmaceuticals,937,2409141857548,,30,50,45.0,,0,0,1,0,1,,,,,,
Tie Splash,Non-pharmaceuticals,938,2409141900015,,16,56.25,25.0,,0,0,1,0,1,,,,,,
Body Splash 80ml,Non-pharmaceuticals,939,2409141949526,,16.66,50.06,25.0,,0,0,1,0,1,,,,,,
Monogo Body Splash,Non-pharmaceuticals,940,2409141958184,,22,59.0909,35.0,,0,0,1,0,1,,,,,,
Touch Oil,Non-pharmaceuticals,941,2409142001070,,8.5,41.1765,12.0,,0,0,1,0,1,,,,,,
SENS SPRAY,Non-pharmaceuticals,942,2409142005368,,12,66.6667,20.0,,0,0,1,0,1,,,,,,
clear-n-smooth Cleanser,Non-pharmaceuticals,943,2409142008543,,35,48.5714,52.0,,0,0,1,0,1,,,,,,
Acne Clear Gel,Pharmaceuticals,944,2409142010218,,14,42.8571,20.0,,0,0,1,0,1,,,,,,
Olay Vitamin C Lotion,,945,2409142013080,,240,41.6667,340.0,,0,0,1,0,1,,,,,,
Olay Vitamin C Body Wash,Non-pharmaceuticals,946,2409142015299,,210,33.3333,280.0,,0,0,1,0,1,,,,,,
Fruisier Body Wash,Non-pharmaceuticals,947,2409142040079,,67,41.791,95.0,,0,0,1,0,1,,,,,,
Belpak Tissue,Non-pharmaceuticals,948,2409142051471,,1.2,66.6667,2.0,,0,0,1,0,1,,,,,,
Veet Gold Vit C Oil 500ml,Non-pharmaceuticals,949,2409142115531,,60,100,120.0,,0,0,1,0,1,,,,,,
Dr Teals Vitamine C Body Wash 1000ml,,950,,,140,35.7143,190.0,,0,0,1,0,1,,,,,,
Vaseline Vitamin B3 Body Oil,Non-pharmaceuticals,951,2409142135461,,100,70,170.0,,0,0,1,0,1,,,,,,
Ferofant Drops,Non-pharmaceuticals,952,2409142152222,,65,46.1538,95.0,,0,0,1,0,1,,,,,,
Rich Tea mcvities 200g,Pharmaceuticals,953,2409161331110,,25,40,35.0,,0,0,1,0,1,,,,,,
Twist Cap Cape,Non-pharmaceuticals,954,2409161338294,,1.08,85.1852,2.0,,0,0,1,0,1,,,,,,
Layerz Cap Cake,Non-pharmaceuticals,955,2409161340259,,1.21,65.2893,2.0,,0,0,1,0,1,,,,,,
Bella Cake Choco,Non-pharmaceuticals,956,2409161343335,,2.02,73.2673,3.5,,0,0,1,0,1,,,,,,
London Oats Digestive,Non-pharmaceuticals,957,2409161356328,,5.16,74.4186,9.0,,0,0,1,0,1,,,,,,
London Shortbread,Non-pharmaceuticals,958,2409161357226,,5.16,93.7984,10.0,,0,0,1,0,1,,,,,,
Yupp Vanilla Wafer,Non-pharmaceuticals,959,2409161400373,,0.402,397.5124,2.0,,0,0,1,0,1,,,,,,
Dexter Jumbo Chocolate,Non-pharmaceuticals,960,2409161406313,,1.87,87.1658,3.5,,0,0,1,0,1,,,,,,
Bourbon Biscuit,Non-pharmaceuticals,961,2409161411577,,1.97,153.8071,5.0,,0,0,1,0,1,,,,,,
Alpha Craker 52g,Non-pharmaceuticals,962,2409161413557,,1.7,76.4706,3.0,,0,0,1,0,1,,,,,,
Breakfast Cereal ,Non-pharmaceuticals,963,2409161417302,,1.16,72.4138,2.0,,0,0,1,0,1,,,,,,
Chocolate Cereal ,Non-pharmaceuticals,964,2409161420289,,0.83,80.7229,1.5,,0,0,1,0,1,,,,,,
Maxi Choco Cookie,Non-pharmaceuticals,965,2409161421590,,0.81,85.1852,1.5,,0,0,1,0,1,,,,,,
FA Roll On,Non-pharmaceuticals,966,2409191301442,,20,50,30.0,,0,0,1,0,1,,,,,,
Timolol Eye Drop,Pharmaceuticals,967,2409231136379,,40,45,58.0,,0,0,1,0,1,,,,,,
Coa Plus Mixture,Pharmaceuticals,968,2409231141489,,180,45,261.0,,0,0,1,0,1,,,,,,
Zinvite Syrp,Pharmaceuticals,969,2409231154458,,15.9,44.6541,23.0,,0,0,1,0,1,,,,,,
Zinvite Caps,Pharmaceuticals,970,2409231156155,,11.76,53.0612,18.0,,0,0,1,0,1,,,,,,
Letamol Syrp,Pharmaceuticals,971,2409231200087,,4.25,41.1765,6.0,,0,0,1,0,1,,,,,,
Zahara Mixture,Pharmaceuticals,972,2409231200407,,23.52,44.5578,34.0,,0,0,1,0,1,,,,,,
Roll Plaster 6'',Pharmaceuticals,973,2409231211069,,26.22,41.1137,37.0,,0,0,1,0,1,,,,,,
Luex Adult Chesty Cough,Pharmaceuticals,974,2409231223314,,30,40,42.0,,0,0,1,0,1,,,,,,
ABC Baby Cough Syr,Pharmaceuticals,975,2411191053399,,13.99,50.1072,21.0,,0,0,1,0,1,,,,,,
ABC Teething Mix,Pharmaceuticals,977,2411191115523,,13.99,50.1072,21.0,,0,0,1,0,1,,,,,,
ABC Cetirizine syr ,Pharmaceuticals,978,2411191118159,,9.99,50.1502,15.0,,0,0,1,0,1,,,,,,
ABC Vitamin C Zinc Syr,Pharmaceuticals,979,2411191119583,,13.99,50.1072,21.0,,0,0,1,0,1,,,,,,
Albenaz 400 Tab,Pharmaceuticals,980,2411191314452,,1.62,208.642,5.0,,0,0,1,0,1,,,,,,
Amanat 10mg Tab,Pharmaceuticals,981,2411191317330,,6,66.6667,10.0,,0,0,1,0,1,,,,,,
Amcof Chesty Cold/Cough Syr,Pharmaceuticals,982,,,13.52,47.929,20.0,,0,0,1,0,1,,,,,,
Amovulin 228.5mg Susp,Pharmaceuticals,983,2411191322495,,21.8,46.789,32.0,,0,0,1,0,1,,,,,,
Amoxicillin Susp Entrance,Pharmaceuticals,984,2411191324437,,15,46.6667,22.0,,0,0,1,0,1,,,,,,
Acigel O Susp,Pharmaceuticals,985,2411191325304,,27.5,45.4545,40.0,,0,0,1,0,1,,,,,,
Acigel Susp,Pharmaceuticals,986,2411191326042,,25.3,46.2451,37.0,,0,0,1,0,1,,,,,,
Artenate 120mg Inj,Pharmaceuticals,987,2411191337536,,17.2,45.3488,25.0,,0,0,1,0,1,,,,,,
Artenaqte 60mg Inj,Pharmaceuticals,988,2411191338458,,10.2,47.0588,15.0,,0,0,1,0,1,,,,,,
Artenaqte 30mg Inj,Pharmaceuticals,989,2411191339295,,8,50,12.0,,0,0,1,0,1,,,,,,
Aziglobin Syr 200ml,Pharmaceuticals,990,2411191340123,,20.99,47.6894,31.0,,0,0,1,0,1,,,,,,
nature care gummies 60 ,,991,,,121.4,40.0329,170.0,,0,0,1,0,1,,,,,,
winstown whitening gummies 30,,992,,,110,40,154.0,,0,0,1,0,1,,,,,,
lifecell super collagen vit c + biotin 30,,993,,,110,40,154.0,,0,0,1,0,1,,,,,,
wins town flat tummy detox caps,,994,,,80,40,112.0,,0,0,1,0,0,,,,,,
valupak vit c + zinc 1g,,995,,,69.96,45.7976,102.0,,0,0,0,0,0,,,,,,
Organic Apple cider vineger (all types) 500ml,,996,,,107,40.1869,150.0,,0,0,1,0,1,,,,,,
finest cold castor oil 70ml,,997,,,40,40,56.0,,0,0,1,0,1,,,,,,
Olio extra vergine pieroni 1L,,998,,,178,40.4494,250.0,,0,0,1,0,1,,,,,,
FINEST PURE COD LIVER OIL,,999,,,32.1,40.1869,45.0,,0,0,1,0,1,,,,,,
BLUMOON 100MG,,1000,,,3.5,42.8571,5.0,,0,0,1,0,1,,,,,,
NAMKIT 100MG,,1001,,,17.8,40.4494,25.0,,0,0,1,0,1,,,,,,
Zemcifer Tab,,1002,,,40.7,40.0491,57.0,,0,0,1,0,1,,,,,,
zemcifer syr,,1003,,,34.2,46.1988,50.0,,0,0,1,0,1,,,,,,
mayfer syr ,,1004,,,17.8,40.4494,25.0,,0,0,1,0,1,,,,,,
bioglobin syr 200ml,,1005,,,23.5,46.8085,34.5,,0,0,1,0,1,,,,,,
